Entry ID,Structure Author,Crystal Growth Procedure,Structural Genomics Project Center Name,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,Structure Determination Methodology,Data Collection Resolution,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID
6GCT,"Garaeva, A.A., Oostergetel, G.T., Gati, C., Guskov, A., Paulino, C., Slotboom, D.J.",,,,29872227,2018-06-13,,6GCT,,experimental,,10.1038/s41594-018-0076-y,Cryo-EM structure of the human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,56.639,Homo 3-mer,,SLC1A5
8OUD,"Canul-Tec, J., Reyes, N.",,,111833,38671230,2024-05-01,,8OUD,3,experimental,,10.1038/s41594-024-01295-6,Receptor-recognition and antiviral mechanisms of retrovirus-derived human proteins.,Homo sapiens,Homo sapiens,56.639,Hetero 6-mer,,SLC1A5
,,,,,,,,,,,,,,Escherichia coli K-12,Lama glama,13.792,,,SLC1A5
8OUH,"Khare, S., Reyes, N.",,,111833,38671230,2024-05-01,,8OUH,3,experimental,,10.1038/s41594-024-01295-6,Receptor-recognition and antiviral mechanisms of retrovirus-derived human proteins.,Drosophila melanogaster,Homo sapiens,49.246,Hetero 4-mer,,SLC1A5
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,58.985,,,SLC1A5
8OUJ,"Khare, S., Reyes, N.",,,111833,38671230,2024-05-01,,8OUJ,3,experimental,,10.1038/s41594-024-01295-6,Receptor-recognition and antiviral mechanisms of retrovirus-derived human proteins.,Homo sapiens,Homo sapiens,58.985,Hetero 4-mer,,SLC1A5
,,,,,,,,,,,,,,Drosophila melanogaster,Homo sapiens,49.246,,,SLC1A5
5MJU,"Canul-Tec, J., Assal, R., Legrand, P., Reyes, N.","32% PEG 400, 100 mM Tris pH 8.2, 50 mM Calcium chloride, 50 mM Barium chloride",,PMC5410168,28424515,2017-04-19,,5MJU,,experimental,3.71,10.1038/nature22064,Structure and allosteric inhibition of excitatory amino acid transporter 1.,Homo sapiens,Homo sapiens,56.512,Homo 3-mer,,SLC1A5
,,,,,,,,,,,,,,,,,,,SLC15A2
7NQK,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",,,PMC8386928,34433568,2021-07-07,,7NQK,2,experimental,,10.1126/sciadv.abh3355,Cryo-EM structure of PepT2 reveals structural basis for proton-coupled peptide and prodrug transport in mammals.,,Lama glama,14.494,Hetero 2-mer,,SLC15A2
,,,,,,,,,,,,,,Homo sapiens,Rattus norvegicus,82.478,,,SLC15A2
7PMY,"Killer, M., Wald, J., Pieprzyk, J., Marlovits, T.C., Loew, C.",,,PMC8565842,34730990,2021-10-20,,7PMY,,experimental,,10.1126/sciadv.abk3259,Structural snapshots of human PepT1 and PepT2 reveal mechanistic insights into substrate and drug transport across epithelial membranes.,Homo sapiens,Homo sapiens,81.861,Monomer,,SLC15A2
,,,,,,,,,,,,,,,Homo sapiens,0.236,,,SLC15A2
9BIR,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",,,,,2024-07-24,,9BIR,2,experimental,,,"Structural basis for antibiotic transport and inhibition in the mammalian proton-coupled peptide transporter, PepT2",Homo sapiens,Rattus norvegicus,82.478,Hetero 2-mer,,SLC15A2
,,,,,,,,,,,,,,,Lama glama,14.494,,,SLC15A2
9BIS,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",,,,,2024-07-24,,9BIS,2,experimental,,,"Structural basis for antibiotic transport and inhibition in the mammalian proton-coupled peptide transporter, PepT2",Homo sapiens,Rattus norvegicus,82.478,Hetero 2-mer,,SLC15A2
,,,,,,,,,,,,,,,Lama glama,14.494,,,SLC15A2
9BIT,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",,,,,2024-07-24,,9BIT,2,experimental,,,"Structural basis for antibiotic transport and inhibition in the mammalian proton-coupled peptide transporter, PepT2",Homo sapiens,Rattus norvegicus,82.478,Hetero 2-mer,,SLC15A2
,,,,,,,,,,,,,,,Lama glama,14.494,,,SLC15A2
9BIU,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",,,,,2024-07-24,,9BIU,2,experimental,,,"Structural basis for antibiotic transport and inhibition in the mammalian proton-coupled peptide transporter, PepT2",Homo sapiens,Rattus norvegicus,82.478,Hetero 2-mer,,SLC15A2
,,,,,,,,,,,,,,,Lama glama,14.494,,,SLC15A2
,,,,,,,,,,,,,,,,,,,SLC4A8
5JHO,"Alvadia, C., Sommer, T., Bjerregaard-Andersen, K., Morth, J.P.","40 mg/ml protein, 100 mM Formic Acid , pH 4.4, 9 % PEG 8000",,PMC5608694,28935959,2017-08-16,,5JHO,,experimental,2.8,10.1038/s41598-017-12409-0,The crystal structure of the regulatory domain of the human sodium-driven chloride/bicarbonate exchanger.,Escherichia coli BL21(DE3),Homo sapiens,38.906,Homo 2-mer,,SLC4A8
7RTM,"Wang, W.G., Tsirulnikov, K., Zhekova, H., Kayik, G., Muhammad-Khan, H., Azimov, R., Abuladze, N., Kao, L., Newman, D., Noskov, S.Y., Zhou, Z.H., Pushkin, A., Kurtz, I.",,,PMC8478935,34584093,2021-09-29,,7RTM,3,experimental,,10.1038/s41467-021-25998-2,Cryo-EM structure of the sodium-driven chloride/bicarbonate exchanger NDCBE.,Homo sapiens,Oryctolagus cuniculus,64.304,Homo 2-mer,,SLC4A8
,,,,,,,,,,,,,,,,,,,SLC4A8
,,,,,,,,,,,,,,,,,,,SLC4A8
,,,,,,,,,,,,,,,,,,,SLC4A8
,,,,,,,,,,,,,,,,,,,SLC4A8
,,,,,,,,,,,,,,,,,,,SLC4A8
,,,,,,,,,,,,,,,,,,,SLC4A8
,,,,,,,,,,,,,,,,,,,SLC4A8
,,,,,,,,,,,,,,,,,,,SLC22A6
8BVR,"Parker, J.L., Kato, T., Newstead, S.",,,PMC10643130,37482561,2023-07-19,,8BVR,3,experimental,,10.1038/s41594-023-01039-y,Molecular basis for selective uptake and elimination of organic anions in the kidney by OAT1.,Spodoptera frugiperda,Rattus norvegicus,60.554,Hetero 2-mer,,SLC22A6
,,,,,,,,,,,,,,Escherichia coli,synthetic construct,16.08,,,SLC22A6
8OMU,"Parker, J.L., Kato, T., Newstead, S.",,,PMC10643130,37482561,2023-07-19,,8OMU,3,experimental,,10.1038/s41594-023-01039-y,Molecular basis for selective uptake and elimination of organic anions in the kidney by OAT1.,Spodoptera frugiperda,Rattus norvegicus,60.554,Hetero 2-mer,,SLC22A6
,,,,,,,,,,,,,,Escherichia coli,synthetic construct,16.08,,,SLC22A6
8BVS,"Parker, J.L., Kato, T., Newstead, S.",,,PMC10643130,37482561,2023-07-19,,8BVS,3,experimental,,10.1038/s41594-023-01039-y,Molecular basis for selective uptake and elimination of organic anions in the kidney by OAT1.,Spodoptera frugiperda,Rattus norvegicus,60.554,Hetero 2-mer,,SLC22A6
,,,,,,,,,,,,,,Escherichia coli,synthetic construct,16.08,,,SLC22A6
8BW7,"Parker, J.L., Kato, T., Newstead, S.",,,PMC10643130,37482561,2023-07-19,,8BW7,3,experimental,,10.1038/s41594-023-01039-y,Molecular basis for selective uptake and elimination of organic anions in the kidney by OAT1.,Spodoptera frugiperda,Rattus norvegicus,60.554,Monomer,,SLC22A6
,,,,,,,,,,,,,,Escherichia coli,synthetic construct,16.08,Monomer,,SLC22A6
8BVT,"Parker, J.L., Kato, T., Newstead, S.",,,PMC10643130,37482561,2023-07-19,,8BVT,2,experimental,,10.1038/s41594-023-01039-y,Molecular basis for selective uptake and elimination of organic anions in the kidney by OAT1.,Spodoptera frugiperda,Rattus nativitatis,60.554,Hetero 2-mer,,SLC22A6
,,,,,,,,,,,,,,Escherichia coli,synthetic construct,16.08,,,SLC22A6
8SDU,"Dou, T., Jiang, J.",,,4281586,37845412,2023-10-18,,8SDU,2,experimental,,10.1038/s41594-023-01123-3,The substrate and inhibitor binding mechanism of polyspecific transporter OAT1 revealed by high-resolution cryo-EM.,Homo sapiens,Rattus norvegicus,60.817,Monomer,,SLC22A6
8SDY,"Dou, T., Jiang, J.",,,4281586,37845412,2023-10-18,,8SDY,2,experimental,,10.1038/s41594-023-01123-3,The substrate and inhibitor binding mechanism of polyspecific transporter OAT1 revealed by high-resolution cryo-EM.,Homo sapiens,Rattus norvegicus,60.817,Monomer,,SLC22A6
8SDZ,"Dou, T., Jiang, J.",,,4281586,37845412,2023-10-18,,8SDZ,2,experimental,,10.1038/s41594-023-01123-3,The substrate and inhibitor binding mechanism of polyspecific transporter OAT1 revealed by high-resolution cryo-EM.,Homo sapiens,Rattus norvegicus,60.817,Monomer,,SLC22A6
,,,,,,,,,,,,,,,,,,,SLC25A24
4N5X,"Yang, Q., Bruschweiler, S., Chou, J.","100 mM CHES (pH 9.1) and 20% PEG3350, VAPOR DIFFUSION, HANGING DROP, temperature 298K",,PMC3946054,24332718,2013-12-18,,4N5X,,experimental,2.1,10.1016/j.str.2013.10.018,A Self-Sequestered Calmodulin-like Ca(2+) Sensor of Mitochondrial SCaMC Carrier and Its Implication to Ca(2+)-Dependent ATP-Mg/Pi Transport.,Escherichia coli,Homo sapiens,22.932,Monomer,,SLC25A24
4ZCU,"Harborne, S.P.D., Ruprecht, J.J., Kunji, E.R.S.","29% (w/v) PEG 8000, 0.2 M ammonium sulfate",,PMC4562336,26164100,2015-07-22,,4ZCU,,experimental,2.1,10.1016/j.bbabio.2015.07.002,Calcium-induced conformational changes in the regulatory domain of the human mitochondrial ATP-Mg/Pi carrier.,Lactococcus lactis,Homo sapiens,18.87,Monomer,,SLC25A24
,,,,,,,,,,,,,,,,,Monomer,,SLC25A24
,,,,,,,,,,,,,,,,,Monomer,,SLC25A24
4ZCV,"Harborne, S.P.D., Ruprecht, J.J., Kunji, E.R.S.","25-30% (w/v) PEG 8000, 0.2 M lithium sulfate",,PMC4562336,26164100,2015-07-22,,4ZCV,,experimental,2.8,10.1016/j.bbabio.2015.07.002,Calcium-induced conformational changes in the regulatory domain of the human mitochondrial ATP-Mg/Pi carrier.,Lactococcus lactis,Homo sapiens,18.87,Monomer,,SLC25A24
,,,,,,,,,,,,,,,,,Monomer,,SLC25A24
,,,,,,,,,,,,,,,,,Monomer,,SLC25A24
,,,,,,,,,,,,,,,,,Monomer,,SLC25A24
,,,,,,,,,,,,,,,,,,,SLC26A9
6RTF,"Sawicka, M., Walter, J.D., Dutzler, R.",,,PMC6656431,31339488,2019-07-24,,6RTF,,experimental,,10.7554/eLife.46986,Cryo-EM structures and functional characterization of murine Slc26a9 reveal mechanism of uncoupled chloride transport.,Homo sapiens,Mus musculus,70.598,Homo 2-mer,,SLC26A9
6RTC,"Sawicka, M., Walter, J.D., Dutzler, R.",,,PMC6656431,31339488,2019-07-24,,6RTC,,experimental,,10.7554/eLife.46986,Cryo-EM structures and functional characterization of murine Slc26a9 reveal mechanism of uncoupled chloride transport.,Homo sapiens,Mus musculus,70.598,Homo 2-mer,,SLC26A9
7CH1,"Chi, X.M., Chen, Y., Li, X.R., Zhang, Y.Y., Zhou, Q.",,,PMC7417587,32818062,2020-08-26,,7CH1,,experimental,,10.1038/s41421-020-00193-7,Structural insights into the gating mechanism of human SLC26A9 mediated by its C-terminal sequence.,Homo sapiens,Homo sapiens,87.067,Homo 2-mer,,SLC26A9
,,,,,,,,,,,,,,,,,,,SLC9B2 
7P1I,"Matsuoka, R., Fudim, R., Jung, S., Drew, D.",,,PMC8850199,35173351,2022-01-26,,7P1I,,experimental,,10.1038/s41594-022-00738-2,"Structure, mechanism and lipid-mediated remodeling of the mammalian Na + /H + exchanger NHA2.",Saccharomyces cerevisiae,Bison bison,57.419,Homo 2-mer,,SLC9B2 
7P1J,"Matsuoka, R., Fudim, R., Jung, S., Drew, D.",,,PMC8850199,35173351,2022-01-26,,7P1J,,experimental,,10.1038/s41594-022-00738-2,"Structure, mechanism and lipid-mediated remodeling of the mammalian Na + /H + exchanger NHA2.",Saccharomyces cerevisiae,Bison bison,57.419,Homo 2-mer,,SLC9B2 
7P1K,"Matsuoka, R., Fudim, R., Jung, S., Drew, D.",,,PMC8850199,35173351,2022-01-26,,7P1K,,experimental,,10.1038/s41594-022-00738-2,"Structure, mechanism and lipid-mediated remodeling of the mammalian Na + /H + exchanger NHA2.",Saccharomyces cerevisiae,Bison bison,57.419,Homo 2-mer,,SLC9B2 
7B4L,"Woehlert, D., Kuhlbrandt, W., Yildiz, O.",,,,,2022-01-12,,7B4L,,experimental,,,CryoEM structure of the human sodium proton exchanger NHA2,Saccharomyces cerevisiae,Homo sapiens,57.612,Homo 2-mer,,SLC9B2 
7B4M,"Woehlert, D., Kuhlbrandt, W., Yildiz, O.",,,,,2022-01-12,,7B4M,,experimental,,,CryoEM structure of the human sodium proton exchanger NHA2 in nanodisc,Saccharomyces cerevisiae,Homo sapiens,57.612,Homo 2-mer,,SLC9B2 
,,,,,,,,,,,,,,,,,,,SLC30A8
7Y5G,"Zhang, S., Fu, C., Luo, Y., Sun, Z., Su, Z., Zhou, X.",,,,36464198,2022-12-14,,7Y5G,,experimental,,10.1016/j.jsb.2022.107926,Cryo-EM structure of a eukaryotic zinc transporter at a low pH suggests its Zn 2+ -releasing mechanism.,Komagataella pastoris,Xenopus tropicalis,41.539,Homo 2-mer,,SLC30A8
7Y5H,"Zhang, S., Fu, C., Luo, Y., Sun, Z., Su, Z., Zhou, X.",,,,36464198,2022-12-14,,7Y5H,,experimental,,10.1016/j.jsb.2022.107926,Cryo-EM structure of a eukaryotic zinc transporter at a low pH suggests its Zn 2+ -releasing mechanism.,Komagataella pastoris,Xenopus tropicalis,41.539,Homo 2-mer,,SLC30A8
6XPF,"Bai, X.C., Xue, J., Jiang, Y.X.",,,PMC7428307,32723473,2020-08-05,,6XPF,,experimental,,10.7554/eLife.58823,Cryo-EM structures of human ZnT8 in both outward- and inward-facing conformations.,Homo sapiens,Homo sapiens,35.088,Homo 2-mer,,SLC30A8
6XPD,"Bai, X.C., Xue, J., Jiang, Y.X.",,,PMC7428307,32723473,2020-08-05,,6XPD,,experimental,,10.7554/eLife.58823,Cryo-EM structures of human ZnT8 in both outward- and inward-facing conformations.,Homo sapiens,Homo sapiens,35.086,Homo 2-mer,,SLC30A8
6XPE,"Bai, X.C., Xue, J., Jiang, Y.X.",,,PMC7428307,32723473,2020-08-05,,6XPE,,experimental,,10.7554/eLife.58823,Cryo-EM structures of human ZnT8 in both outward- and inward-facing conformations.,Homo sapiens,Homo sapiens,35.088,Homo 2-mer,,SLC30A8
,,,,,,,,,,,,,,,,,,,SLC5A8
7SL9,"Qu, Q., Han, L., Panova, O., Feng, L., Skiniotis, G.",,,PMC9482448,34880492,2021-12-15,,7SL9,2,experimental,,10.1038/s41586-021-04211-w,Structure and mechanism of the SGLT family of glucose transporters.,Homo sapiens,Homo sapiens,67.636,Hetero 2-mer,,SLC5A8
,,,,,,,,,,,,,,Escherichia coli BL21(DE3),synthetic construct,14.442,,,SLC5A8
,,,,,,,,,,,,,,,,,,,MFSD2A
7N98,"Zhang, J., Feng, L.",,,PMC8884080,34349262,2021-08-04,,7N98,1,experimental,,10.1038/s41586-021-03782-y,Structure and mechanism of blood-brain-barrier lipid transporter MFSD2A.,Homo sapiens,Mus musculus,59.039,Monomer,,MFSD2A
8D2T,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",,,PMC10167227,37156797,2023-05-10,,8D2T,5,experimental,,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Spodoptera frugiperda,Danio rerio,56.684,Hetero 3-mer,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.675,,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.568,,,MFSD2A
7MJS,"Cater, R.J., Chua, G.L., Erramilli, S.K., Keener, J.E., Choy, B.C., Tokarz, P., Chin, C.F., Quek, D.Q.Y., Kloss, B., Pepe, J.G., Parisi, G., Wong, B.H., Clarke, O.B., Marty, M.T., Kossiakoff, A.A., Khelashvili, G., Silver, D.L., Mancia, F.",,,PMC8266758,34135507,2021-06-16,,7MJS,3,experimental,,10.1038/s41586-021-03650-9,Structural basis of omega-3 fatty acid transport across the blood-brain barrier.,Escherichia coli,synthetic construct,25.647,Hetero 3-mer,,MFSD2A
,,,,,,,,,,,,,,Escherichia coli,synthetic construct,23.655,,,MFSD2A
,,,,,,,,,,,,,,Spodoptera frugiperda,Gallus gallus,60.789,,,MFSD2A
8D2S,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",,,PMC10167227,37156797,2023-05-10,,8D2S,4,experimental,,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Spodoptera frugiperda,Danio rerio,56.684,Hetero 3-mer,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.675,,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.568,,,MFSD2A
8D2U,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",,,PMC10167227,37156797,2023-05-10,,8D2U,4,experimental,,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Spodoptera frugiperda,Danio rerio,56.684,Hetero 3-mer,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.675,,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.568,,,MFSD2A
8D2V,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",,,PMC10167227,37156797,2023-05-10,,8D2V,4,experimental,,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Spodoptera frugiperda,Danio rerio,56.684,Hetero 3-mer,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.675,,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.568,,,MFSD2A
8D2W,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",,,PMC10167227,37156797,2023-05-10,,8D2W,4,experimental,,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Spodoptera frugiperda,Danio rerio,56.684,Hetero 3-mer,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.675,,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.568,,,MFSD2A
8D2X,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",,,PMC10167227,37156797,2023-05-10,,8D2X,4,experimental,,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Spodoptera frugiperda,Danio rerio,56.684,Hetero 3-mer,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.675,,,MFSD2A
,,,,,,,,,,,,,,Mus musculus,Mus musculus,20.568,,,MFSD2A
7OIX,"Martinez-Molledo, M., Reyes, N.",,,4597316,35710838,2022-06-01,,7OIX,5,experimental,,10.1038/s41594-022-00786-8,Structural insights into the lysophospholipid brain uptake mechanism and its inhibition by syncytin-2.,Homo sapiens,Homo sapiens,59.613,Hetero 2-mer,N-Glycosylation,MFSD2A
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,58.541,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,N-Glycosylation,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,MFSD2A
,,,,,,,,,,,,,,,,,,,SLC38A9
7KGV,"Lei, H., Mu, X., Hattne, J., Gonen, T.","26-30% (w/v) PEG400, 100 mM ADA pH 6.0, 350 mM Li2SO4.",,PMC9994763,33296665,2020-12-23,,7KGV,8,experimental,3.4,10.1016/j.str.2020.11.014,A conformational change in the N terminus of SLC38A9 signals mTORC1 activation.,Spodoptera frugiperda,Danio rerio,62.004,Hetero 3-mer,,SLC38A9
,,,,,,,,,,,,,,,Mus musculus,22.575,Hetero 3-mer,,SLC38A9
,,,,,,,,,,,,,,,Mus musculus,23.398,,,SLC38A9
6C08,"Lei, H.-T., Gonen, T.","PEG400, N-(2-Acetamido)iminodiacetic acid pH 7.2, lithium sulfate",,PMC7346717,29872228,2018-06-20,,6C08,6,experimental,3.1,10.1038/s41594-018-0072-2,Crystal structure of arginine-bound lysosomal transporter SLC38A9 in the cytosol-open state.,,Mus musculus,22.696,Hetero 3-mer,,SLC38A9
,,,,,,,,,,,,,,,Mus musculus,23.411,Hetero 3-mer,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Danio rerio,54.116,,,SLC38A9
6WJ2,"Fromm, S.A., Hurley, J.H.",,,PMC7644641,32868926,2020-09-02,,6WJ2,,experimental,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,18.325,Hetero 8-mer,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,13.646,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,13.638,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,10.753,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,18.179,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,39.362,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,44.758,,,SLC38A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,13.61,,,SLC38A9
6WJ3,"Fromm, S.A., Hurley, J.H.",,,PMC7644641,32868926,2020-09-02,,6WJ3,,experimental,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,18.325,Hetero 8-mer,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,13.646,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,13.638,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,10.753,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,18.179,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,39.362,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,44.758,,,SLC38A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,13.61,,,SLC38A9
8DHB,"Jansen, R.M., Hurley, J.H.",,,PMC9473554,36103527,2022-09-28,,8DHB,1,experimental,,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Homo sapiens,Homo sapiens,44.384,Hetero 10-mer,,SLC38A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,69.143,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,39.362,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,18.325,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,13.646,,,SLC38A9
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,13.638,,,SLC38A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,10.753,,,SLC38A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,18.179,,,SLC38A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,41.001,,,SLC38A9
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,149.866,,,SLC38A9
,,,,,,,,,,,,,,,,,,,SLC44A1
7WWB,"Chi, X.M., Zhou, Q.",,,,35700727,2022-06-22,,7WWB,,experimental,,10.1016/j.str.2022.05.015,Rational exploration of fold atlas for human solute carrier proteins.,Homo sapiens,Homo sapiens,73.37,Homo 2-mer,,SLC44A1
,,,,,,,,,,,,,,,,,,,SLC29A1
6OB6,"Wright, N.J., Lee, S.-Y.","30% PEG 500 MME, 0.1M magnesium chloride hexahydrate, 0.1M Tris-HCl pH 8.0",,PMC6705415,31235912,2019-07-03,NBM,6OB6,,experimental,2.9,10.1038/s41594-019-0245-7,Structures of human ENT1 in complex with adenosine reuptake inhibitors.,Homo sapiens,Homo sapiens,48.864,Monomer,,SLC29A1
,,,,,,,,,,,,,,,,,Monomer,,SLC29A1
6OB7,"Wright, N.J., Lee, S.-Y.","50% PEG 400, 0.5 M NaCl, 0.1 M glycine pH 9.0",,PMC6705415,31235912,2019-07-03,8DZ,6OB7,,experimental,2.3,10.1038/s41594-019-0245-7,Structures of human ENT1 in complex with adenosine reuptake inhibitors.,Homo sapiens,Homo sapiens,48.864,Monomer,,SLC29A1
,,,,,,,,,,,,,,,,,,,SLC12A5
6M23,"Chi, X.M., Li, X.R., Chen, Y., Zhang, Y.Y., Su, Q., Zhou, Q.",,,PMC8182806,33199848,2020-11-04,,6M23,2,experimental,,10.1038/s41422-020-00437-x,Cryo-EM structures of the full-length human KCC2 and KCC3 cation-chloride cotransporters.,Homo sapiens,Homo sapiens,125.296,Homo 2-mer,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
6M1Y,"Chi, X.M., Li, X.R., Chen, Y., Zhang, Y.Y., Su, Q., Zhou, Q.",,,PMC8182806,33199848,2020-11-04,,6M1Y,4,experimental,,10.1038/s41422-020-00437-x,Cryo-EM structures of the full-length human KCC2 and KCC3 cation-chloride cotransporters.,Homo sapiens,Homo sapiens,123.878,Homo 2-mer,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
